日期,总确诊数,新增确诊数,总治愈数,新增治愈数,总死亡数,新增死亡数
2021年06.09,2139,7,2064,5,7,0
2021年06.10,2141,2,2068,4,7,0
2021年06.11,2149,8,2072,4,7,0
2021年06.12,2155,6,2082,10,7,0
2021年06.13,2160,5,2082,0,7,0
2021年06.14,2165,5,2082,0,7,0
2021年06.15,2168,3,2085,3,7,0
2021年06.16,2170,2,2092,7,7,0
2021年06.17,2173,3,2092,0,7,0
2021年06.18,2179,6,2101,9,7,0
2021年06.19,2182,3,2102,1,7,0
2021年06.20,2183,1,2102,0,7,0
2021年06.21,2184,1,2109,7,7,0
2021年06.22,2190,6,2111,2,7,0
2021年06.23,2190,0,2128,17,7,0
2021年06.24,2196,6,2131,3,7,0
2021年06.25,2199,3,2136,5,7,0
2021年06.26,2200,1,2136,0,7,0
2021年06.27,2201,1,2140,4,7,0
2021年06.28,2202,1,2141,1,7,0
2021年06.29,2202,0,2141,0,7,0
2021年06.30,2204,2,2149,8,7,0
2021年07.01,2207,3,2153,4,7,0
2021年07.02,2211,4,2157,4,7,0
2021年07.03,2212,1,2159,2,7,0
2021年07.04,2218,6,2161,2,7,0
2021年07.05,2222,4,2162,1,7,0
2021年07.06,2226,4,2163,1,7,0
2021年07.07,2234,8,2165,2,7,0
2021年07.08,2237,3,2166,1,7,0
2021年07.09,2243,6,2168,2,7,0
2021年07.10,2246,3,2170,2,7,0
2021年07.11,2247,1,2174,4,7,0
2021年07.12,2252,5,2178,4,7,0
2021年07.13,2257,5,2178,0,7,0
2021年07.14,2257,0,2185,7,7,0
2021年07.15,2263,6,2185,0,7,0
2021年07.16,2266,3,2190,5,7,0
2021年07.17,2267,1,2200,10,7,0
2021年07.18,2267,1,2200,0,7,0
2021年07.19,2274,3,2204,4,7,0
2021年07.20,2276,2,2210,6,7,0
2021年07.21,2278,2,2213,3,7,0
2021年07.22,2281,3,2218,5,7,0
2021年07.23,2283,2,2218,0,7,0
2021年07.24,2287,4,2219,1,7,0
2021年07.25,2287,0,2221,2,7,0
2021年07.26,2291,4,2223,2,7,0
2021年07.27,2292,1,2224,1,7,0
2021年07.28,2292,0,2228,4,7,0
2021年07.29,2299,7,2231,3,7,0
2021年07.30,2307,8,2233,2,7,0
2021年07.31,2312,5,2242,9,7,0
2021年08.01,2314,2,2246,4,7,0
2021年08.02,2318,4,2250,4,7,0
2021年08.03,2320,2,2250,0,7,0
2021年08.04,2329,9,2253,3,7,0
2021年08.05,2337,8,2257,4,7,0
2021年08.06,2346,9,2260,3,7,0
2021年08.07,2352,6,2263,3,7,0
2021年08.08,2360,8,2265,2,7,0
2021年08.09,2369,9,2271,6,7,0
2021年08.10,2373,4,2275,4,7,0
2021年08.11,2378,5,2276,1,7,0
2021年08.12,2383,5,2278,2,7,0
2021年08.13,2388,5,2284,6,7,0
2021年08.14,2394,6,2285,1,7,0
2021年08.15,2396,2,2288,3,7,0
2021年08.16,2403,7,2290,2,7,0
2021年08.17,2408,5,2294,4,7,0
2021年08.18,2414,6,2300,6,7,0
2021年08.19,2416,2,2306,6,7,0
2021年08.20,2420,4,2312,6,7,0
2021年08.21,2432,12,2313,1,7,0
2021年08.22,2436,4,2315,2,7,0
2021年08.23,2445,9,2322,7,7,0
2021年08.24,2451,6,2326,4,7,0
2021年08.25,2454,3,2332,6,7,0
2021年08.26,2462,8,2338,6,7,0
2021年08.27,2466,4,2346,8,7,0
2021年08.28,2471,5,2354,8,7,0
2021年08.29,2476,5,2358,4,7,0
2021年08.30,2480,4,2360,2,7,0
2021年08.31,2483,3,2366,6,7,0
2021年09.01,2489,6,2369,3,7,0
2021年09.02,2497,8,2374,5,7,0
2021年09.03,2505,8,2376,2,7,0
2021年09.04,2514,9,2385,9,7,0
2021年09.05,2516,2,2388,3,7,0
2021年09.06,2520,4,2397,9,7,0
2021年09.07,2526,6,2399,2,7,0
2021年09.08,2528,2,2403,4,7,0
2021年09.09,2532,4,2409,6,7,0
